30,67,76,39,97,11,3,19,5,59,5,37,52,16,67,84,70,25,6,64,83,74,90,36,85,63,2,20,54,66,48,75,83,41,23,46,68,52,58,15,29,35,45,91,38,71,64,90,76,71,84,49,76,67,57,8,77,96,6,29,66,55,69,7,30,28,94,50,4,22,39,74,48,19,72,66,20,1,33,45,26,57,72,65,87,82,13,37,34,9,33,75,27,48,32,12,72,24,58,62,64,73,57,97,89,94,91,88,16,37,30,2,100,79,99,4,93,8,93,4,32,30,29,71,13,3,17,79,64,68,5,23,63,19,10,69,18,88,21,25,13,52,43,37,66,32,35,37,73,3,71,40,52,10,35,10,80,89,91,57,76,33,16,32,58,17,14,53,32,88,1,53,30,20,24,27,52,13,12,91,1,42,68,60,65,26,43,30,100,59,84,3,29,37,78,50,44,37,49,78,10,44,95,7,33,75,43,58,100,55,58,10,77,19,57,57,92,96,8,54,69,62,59,41,99,93,89,74,21,80,76,62,49,23,4,63,14,73,77,99,62,83,51,33,90,35,88,26,4,45,10,38,45,23,11,80,11,64,90,73,80,77,34,91,79,46,49,80,93,85,32,75,12,7,90,26,9,46,56,25,19,83,68,55,97,19,4,72,25,98,22,77,48,26,84,15,35,8,55,95,73,67,67,42,42,54,93,98,92,10,59,52,63,68,15,37,57,5,44,86,92,52,96,6,30,47,98,37,66,49,95,90,19,84,26,93,25,17,4,39,28,76,93,12,100,34,84,51,69,12,42,6,27,6,5,26,13,92,37,53,30,13,47,68,1,69,50,41,24,92,81,74,95,25,82,47,93,79,27,91,70,13,25,82,29,24,96,56,30,91,63,84,65,97,23,16,3,11,53,96
50,34,19,59,13,70,46,32,54,62,99,91,97,90,39,44,94,10,79,6,7,38,57,53,83,86,89,33,30,91,65,94,19,33,60,78,19,48,30,5,66,89,33,51,1,3,57,60,72,51,84,57,21,24,17,35,58,27,48,38,100,71,11,17,59,67,3,48,100,84,44,15,90,44,44,91,47,10,22,93,77,53,86,51,86,45,98,83,9,10,68,34,48,12,3,89,73,55,16,32,14,2,15,76,7,90,34,2,2,18,29,50,18,73,17,98,85,31,92,29,15,84,76,81,56,86,8,83,52,41,48,20,94,78,41,84,99,52,2,71,5,70,77,40,31,4,97,10,49,53,10,32,14,8,79,96,79,31,87,85,47,31,44,12,100,17,89,49,16,99,66,9,82,51,51,32,62,2,10,46,41,16,58,75,39,96,4,71,95,57,53,47,51,34,79,50,44,64,65,68,56,84,99,85,32,60,73,89,1,12,95,78,35,25,78,69,5,53,11,78,27,34,28,92,79,53,50,6,23,93,79,78,97,82,13,5,86,7,46,31,12,69,53,4,71,14,47,24,68,37,96,61,34,51,53,47,42,15,66,37,91,1,30,19,87,48,67,51,69,2,18,81,74,87,11,50,19,40,63,68,3,81,30,87,48,12,47,15,81,17,44,59,68,29,32,2,72,40,69,70,47,79,33,9,42,61,36,92,66,17,73,53,2,6,59,89,29,7,77,87,85,81,48,37,53,26,46,67,4,52,19,96,38,3,1,65,63,49,59,82,98,41,60,46,1,17,23,46,89,4,65,72,94,8,29,79,48,77,10,52,76,23,35,28,23,91,9,79,23,25,52,76,12,67,79,32,27,90,31,44,86,23,16,85,75,39,32,40,91,65,43,20,10,53,73,36,43,66,11,88
23,67,67,68,75,58,10,33,68,94,74,75,7,70,44,68,26,20,58,97,81,80,76,92,14,35,8,37,37,84,72,87,96,38,18,76,47,63,36,96,22,31,71,50,94,11,84,64,30,84,97,86,86,87,92,71,29,13,60,71,51,52,80,88,56,73,51,59,69,8,2,14,61,90,86,62,67,10,12,4,46,31,88,15,78,29,64,62,23,39,95,83,35,84,33,47,80,71,32,71,74,15,38,98,46,5,23,1,76,38,93,72,21,9,77,86,57,53,58,89,62,29,66,37,27,69,50,70,82,32,79,31,42,14,38,95,3,33,32,80,22,6,100,1,60,95,53,40,24,99,94,17,84,97,71,31,36,52,88,68,72,31,95,56,56,73,72,45,34,91,40,69,64,25,51,31,27,71,64,58,23,70,36,99,29,32,86,60,2,88,58,34,74,43,26,78,11,65,43,5,82,3,69,100,57,82,81,14,35,98,72,2,13,83,75,5,77,57,25,30,73,41,76,54,9,84,90,40,41,5,36,14,91,70,80,52,75,21,68,38,86,67,98,2,72,84,14,62,65,23,55,68,63,27,83,39,7,50,80,20,73,56,26,41,34,100,50,16,22,1,72,7,78,89,22,87,69,76,58,35,63,87,86,74,44,5,34,84,63,48,42,8,79,57,56,22,63,35,75,43,7,33,81,13,27,100,99,4,25,77,11,74,100,14,79,17,6,71,52,95,22,25,80,17,85,53,86,97,91,43,24,23,45,84,75,32,3,91,10,4,96,17,83,95,79,96,95,37,83,76,92,91,49,29,47,78,24,10,7,57,83,99,64,53,24,85,56,48,45,14,86,65,38,74,49,63,97,55,71,27,75,22,73,38,7,80,7,71,67,59,52,19,6,83,16,59,21,26,85,53
18,55,88,22,1,13,64,82,24,17,28,11,21,57,84,7,13,4,95,92,34,67,45,34,12,40,7,91,55,58,64,72,80,93,23,65,50,76,53,16,30,93,29,37,29,20,3,57,74,87,37,80,9,24,47,44,56,4,37,60,26,4,34,70,98,41,56,48,62,70,60,31,9,65,20,86,85,9,82,80,81,44,8,28,80,20,59,9,9,12,28,42,41,87,57,83,80,71,23,97,18,78,91,59,14,68,11,84,44,31,64,15,5,19,7,99,25,76,58,79,80,93,84,71,49,18,34,16,46,78,83,1,94,94,84,48,14,39,33,44,91,40,4,54,71,27,15,39,66,97,24,10,61,31,83,92,26,35,57,77,79,25,2,39,24,76,95,98,12,6,3,20,89,8,36,89,88,100,78,50,35,34,29,81,31,85,33,37,3,73,10,95,69,18,35,37,54,20,5,86,21,4,92,16,68,3,23,45,26,75,71,35,28,2,82,37,1,41,89,32,87,14,71,94,67,51,26,36,81,21,77,49,81,63,37,35,75,38,58,73,34,7,67,77,80,22,29,51,55,30,48,8,38,44,88,74,75,65,95,35,86,8,25,49,18,55,20,44,28,82,98,55,79,39,77,74,91,76,9,81,41,72,56,80,46,10,17,67,45,4,21,6,62,85,72,80,91,11,17,49,83,50,6,19,80,61,45,92,77,47,53,34,57,87,19,14,44,71,15,96,29,79,32,65,67,84,91,67,24,87,96,62,27,57,5,75,18,43,95,33,78,39,34,64,33,67,74,7,93,11,98,88,78,66,43,34,17,56,56,60,5,46,71,12,75,17,28,12,6,59,6,74,88,94,28,28,18,86,37,60,98,96,52,62,76,17,53,71,22,100,47,92,21,23,65,95,99,41,42,79
39,95,74,57,39,63,65,53,50,75,87,41,71,75,18,95,95,55,3,87,95,97,49,26,72,88,45,59,69,100,11,61,12,89,95,86,59,21,39,96,66,65,45,68,46,93,74,18,84,78,75,57,29,26,42,20,30,32,9,38,13,88,63,5,1,71,63,44,61,42,58,6,93,98,50,80,15,13,64,24,69,3,77,42,85,89,6,39,70,1,79,55,25,100,46,18,47,92,18,75,57,74,95,59,78,53,7,16,90,60,89,39,7,40,76,15,98,95,27,83,45,74,36,90,84,54,90,12,95,45,7,57,70,31,27,11,69,29,32,51,90,39,96,47,16,58,64,25,74,19,69,72,34,33,1,75,82,84,61,52,45,20,43,49,98,48,67,37,88,63,33,7,2,63,64,48,16,4,61,12,44,45,74,61,78,32,93,67,57,44,100,6,7,80,21,51,37,70,63,14,69,9,65,30,94,30,63,8,6,20,27,17,69,23,45,100,34,68,70,38,49,19,67,99,43,32,64,59,29,2,75,8,74,89,94,78,66,8,42,87,100,55,99,57,21,1,85,68,17,27,60,7,27,2,23,7,37,78,56,45,72,47,98,98,90,77,59,36,30,90,64,88,42,76,32,10,98,46,87,53,37,77,30,53,70,99,68,51,3,36,41,68,74,54,68,36,33,100,90,90,2,89,88,49,69,86,98,11,71,61,26,57,57,23,85,25,47,47,17,42,60,34,44,17,57,95,25,53,61,60,15,61,66,41,73,35,97,8,24,74,46,21,72,65,38,25,99,72,58,71,1,29,70,68,36,26,76,30,34,45,23,26,29,56,50,2,70,70,67,27,90,20,28,8,32,94,48,100,98,64,76,21,37,21,24,89,17,40,79,48,57,91,61,70,7,71,75,92,12,83
48,100,33,22,42,45,34,72,63,13,92,32,8,69,92,37,90,91,53,31,56,52,77,52,26,6,58,48,30,90,46,40,8,15,60,92,27,16,78,83,4,71,35,62,19,5,22,50,29,53,19,4,61,37,37,97,78,56,68,56,28,20,79,68,89,50,83,10,72,3,88,31,88,7,3,35,31,71,17,77,26,64,60,24,81,40,33,78,58,93,10,70,94,92,4,95,86,66,68,88,90,32,84,2,71,34,68,74,61,57,52,78,67,40,90,33,41,58,46,45,79,14,87,91,75,59,90,45,36,56,89,50,100,57,45,100,76,56,5,68,45,90,42,64,15,31,28,83,70,6,1,83,92,11,40,58,3,52,28,30,18,6,7,26,47,4,14,8,16,31,17,99,92,32,17,35,38,69,85,70,50,100,97,17,56,75,44,4,46,38,76,63,76,92,59,55,40,11,92,89,26,18,77,22,56,99,92,4,43,59,65,82,66,27,3,67,8,6,71,3,25,96,38,66,13,90,72,67,25,67,61,87,27,46,8,20,60,76,6,62,43,86,17,5,15,93,71,76,21,53,31,36,1,76,73,47,46,39,39,57,28,1,41,80,91,94,54,84,61,20,23,79,9,14,7,51,56,86,66,100,94,10,59,98,63,90,46,11,8,96,51,85,38,44,58,73,77,67,4,88,13,77,38,55,39,36,18,57,3,52,75,29,54,20,38,16,97,48,33,44,96,40,76,27,81,23,22,98,77,69,29,8,58,97,94,1,53,92,35,87,33,17,17,87,29,53,15,46,86,78,52,83,40,61,58,28,19,83,85,93,48,12,82,56,13,14,13,37,13,28,69,89,44,22,76,19,69,68,93,46,3,76,45,33,82,14,67,86,45,79,97,16,32,54,65,60,62,7,10,38
50,77,52,96,45,96,17,60,42,80,6,76,79,56,69,12,1,47,88,40,59,50,38,87,23,5,45,49,20,20,43,97,39,55,90,14,12,40,3,36,54,98,65,56,99,49,98,70,33,72,33,90,6,77,81,95,18,67,56,60,17,55,31,12,3,92,10,32,80,18,69,64,38,59,87,60,62,83,84,21,90,39,57,21,76,93,90,91,81,19,9,43,12,81,84,89,27,28,50,14,91,14,33,63,91,42,49,55,24,53,14,9,90,67,44,6,98,66,86,92,43,69,95,40,47,28,2,42,34,86,92,3,65,46,19,74,58,32,20,14,39,58,98,26,36,96,81,60,38,12,75,71,46,45,70,81,37,60,8,8,29,5,99,23,52,1,72,40,37,43,94,36,8,3,29,35,99,75,44,30,3,7,10,89,17,95,37,65,11,8,35,35,50,30,94,86,6,33,20,53,25,30,83,94,40,33,16,92,37,44,96,79,54,100,52,37,60,54,67,9,40,54,73,59,81,58,38,58,34,22,75,49,45,86,47,74,99,96,36,41,26,2,30,56,75,82,70,16,49,53,86,17,11,30,100,9,77,25,75,34,96,39,17,47,34,72,65,55,30,62,32,75,74,69,51,19,94,9,69,76,67,39,86,18,99,71,80,12,71,72,93,15,20,31,42,53,39,95,71,4,46,3,73,88,55,17,79,37,16,68,69,94,86,21,80,84,48,80,78,23,17,14,8,79,17,91,73,70,65,42,21,81,100,68,39,52,70,64,90,76,91,80,59,85,8,65,59,66,38,37,18,7,52,15,78,43,25,29,58,28,76,82,81,40,90,10,48,71,44,39,11,83,33,17,66,89,49,93,27,54,20,24,100,75,19,78,11,94,17,74,54,38,23,15,89,53,15,92,69,53
38,14,15,84,96,39,9,9,96,85,98,73,35,42,5,78,21,16,65,36,55,35,63,1,23,63,45,66,40,66,35,20,69,91,83,77,18,83,88,10,37,59,68,41,19,83,86,88,5,74,42,29,6,39,30,49,20,87,78,68,70,81,34,67,22,72,63,52,13,3,11,91,62,88,60,88,9,67,51,100,7,27,46,86,29,78,70,20,16,38,12,42,49,3,75,82,53,9,61,76,42,36,81,73,35,72,62,41,16,54,65,42,89,41,92,17,92,92,48,94,59,18,64,3,10,30,50,81,60,91,66,46,96,27,26,10,36,15,78,69,62,99,34,17,33,87,11,5,32,92,77,28,39,52,88,73,44,82,23,24,88,72,36,19,53,17,74,68,89,91,9,32,38,95,18,99,88,22,70,40,31,66,23,6,67,80,64,74,32,50,9,12,53,80,31,45,12,91,11,44,14,86,12,74,39,99,72,98,24,9,72,56,91,90,99,75,6,79,32,62,95,9,34,31,60,24,8,74,66,60,9,39,57,52,33,96,84,32,40,88,45,46,50,46,60,80,42,47,16,79,59,17,35,63,83,25,80,61,74,61,58,36,40,66,34,85,39,11,30,67,27,60,94,44,18,57,7,86,30,80,70,44,45,59,64,16,61,62,33,55,39,62,36,97,48,47,64,49,25,80,23,6,95,47,97,75,50,31,75,38,26,74,65,14,64,59,95,41,11,71,98,51,48,70,64,52,68,79,5,33,59,68,33,87,73,30,36,5,37,73,83,74,27,75,99,74,31,18,38,9,23,64,12,4,95,88,42,55,48,59,31,59,55,89,33,81,56,46,17,47,6,84,27,35,79,11,51,24,4,3,17,40,54,96,5,81,12,21,9,99,4,72,59,76,65,5,57,28,83,94
94,22,14,88,4,83,30,13,94,54,23,58,50,81,2,62,35,100,38,94,10,34,80,92,73,41,2,44,81,45,77,91,2,81,26,95,83,86,91,100,71,2,44,59,26,94,38,12,82,88,42,22,5,98,63,79,46,54,25,15,35,70,7,86,16,72,81,51,50,41,35,77,76,15,87,92,21,9,59,40,27,29,32,62,60,62,70,90,30,100,96,67,71,56,100,69,54,57,48,99,18,6,97,85,33,57,91,83,33,20,42,35,49,62,26,69,97,72,3,57,22,29,52,26,18,65,8,99,60,11,62,99,2,65,15,68,3,1,71,61,60,82,85,51,98,14,17,57,85,33,84,70,13,6,88,16,39,74,100,59,44,32,34,70,6,83,34,39,89,10,19,85,80,78,32,78,21,58,51,16,12,54,11,58,20,60,32,80,57,97,30,25,93,19,92,88,84,67,43,14,98,39,76,58,62,81,98,47,34,12,30,78,70,11,65,52,58,31,12,37,18,74,93,39,29,87,43,40,9,82,48,93,42,95,69,80,66,45,91,9,69,24,70,88,88,77,96,25,38,64,94,19,67,6,97,75,34,1,95,65,59,90,20,83,29,91,85,82,16,16,36,63,86,66,96,100,96,58,3,77,81,30,22,63,98,45,28,98,52,78,35,60,20,40,10,48,91,89,83,97,62,75,74,24,54,23,17,23,94,5,31,19,15,7,61,14,85,5,20,39,66,90,30,84,57,47,32,98,17,64,83,57,75,44,72,81,58,29,77,65,75,87,69,32,64,44,44,22,5,100,43,3,77,87,24,73,12,11,4,74,83,15,74,44,74,90,30,7,100,58,98,28,89,93,59,48,11,74,20,32,83,44,90,48,78,81,54,36,60,78,33,96,28,77,29,10,49,39,82,5
46,52,54,60,40,71,17,43,43,20,13,70,33,37,10,37,83,97,61,85,9,29,62,81,16,45,92,17,3,99,34,14,27,11,28,1,61,34,86,69,39,69,69,46,88,75,33,35,74,54,20,86,72,26,40,80,40,14,39,90,35,11,53,43,55,90,32,43,68,87,20,52,52,36,94,5,84,12,87,29,78,29,54,17,86,88,25,84,46,67,78,11,23,56,27,96,97,70,97,51,27,65,98,1,100,60,39,4,36,72,87,34,14,58,12,92,94,93,92,53,3,65,6,79,39,13,42,96,67,96,36,26,96,57,58,51,52,70,22,46,15,66,9,82,49,77,36,84,71,4,99,79,44,61,63,63,80,74,97,98,46,45,26,65,39,52,33,11,78,75,40,71,12,47,22,58,41,42,99,91,38,34,80,54,26,36,39,50,95,99,5,16,58,85,31,1,74,94,90,35,93,75,56,50,34,69,15,60,43,68,86,56,17,22,13,75,46,49,68,36,1,69,73,18,98,77,69,16,86,52,98,78,96,92,28,45,91,51,53,59,72,53,78,49,40,50,100,29,58,8,20,8,18,81,95,45,86,10,91,34,65,11,22,68,60,44,62,95,71,9,87,12,27,28,45,86,32,7,16,94,20,99,100,11,97,13,36,62,53,72,72,42,4,1,98,98,38,22,100,67,25,97,2,67,17,90,6,76,93,98,21,1,31,95,95,29,30,100,51,63,35,80,59,69,60,69,74,26,39,69,17,61,31,43,74,7,65,95,97,81,80,98,63,16,40,5,22,25,97,92,4,36,59,56,44,64,94,20,44,81,55,63,96,59,23,82,1,98,57,39,38,19,9,57,83,92,65,48,35,14,58,71,39,20,18,43,59,61,93,18,34,1,96,61,31,52,66,71,68,40
